0,0.2,0.2,pos,0.730744261909,0.269255738091
1,0.465,0.38,pos,0.861086236039,0.138913763961
2,0.15,0.55,pos,0.999979672067,2.03279332559e-05
3,0.0,0.0,pos,0.755454254965,0.244545745035
4,0.694444444444,0.3,pos,0.990017244342,0.00998275565828
5,0.269047619048,0.107142857143,pos,0.999751061622,0.000248938377899
6,0.590277777778,0.166666666667,pos,0.99999612199,3.87801009943e-06
7,0.866666666667,0.5,pos,0.94047501322,0.0595249867801
8,0.0,0.0,pos,0.590276940729,0.409723059271
9,0.407142857143,0.278571428571,pos,0.893784645467,0.106215354533
10,0.0,0.0,pos,0.999893412369,0.000106587631467
11,0.658,0.212,pos,0.946727450077,0.0532725499233
12,0.727272727273,0.318181818182,pos,0.67090723958,0.32909276042
13,0.5,0.625,pos,0.573716434213,0.426283565787
14,0.566666666667,0.3625,pos,0.974274335666,0.0257256643339
15,0.0,0.0,pos,0.924447428217,0.0755525717827
16,0.0,0.0,pos,0.696556588023,0.303443411977
17,0.0,0.0,pos,0.661559327397,0.338440672603
18,0.0,0.0,neg,0.483691707847,0.516308292153
19,0.0,0.0,pos,0.602712518454,0.397287481546
20,0.0,0.0,neg,0.469242902208,0.530757097792
21,0.0,0.0,neg,0.469242902208,0.530757097792
22,0.9,0.8,neg,0.198980050052,0.801019949948
23,0.75,0.6,neg,0.438279259103,0.561720740897
24,0.733333333333,0.541666666667,pos,0.928174442552,0.0718255574482
25,0.9,0.8,pos,0.993676714745,0.00632328525475
26,0.6125,0.55625,neg,0.0527341205219,0.947265879478
27,0.0,0.0,neg,0.405674703734,0.594325296266
28,1.0,1.0,neg,0.289744464342,0.710255535658
29,1.0,0.515,pos,0.613824573814,0.386175426186
30,0.370909090909,0.0206060606061,pos,0.995094405884,0.00490559411574
31,0.0,0.0,pos,0.95831644767,0.0416835523304
32,0.475,0.25,pos,0.985300855901,0.0146991440992
33,0.9,0.75,pos,0.698197568561,0.301802431439
34,0.84,0.67,pos,0.981125904715,0.0188740952853
35,0.333333333333,0.1,pos,0.673919591484,0.326080408516
36,0.25,0.25,pos,0.885181401872,0.114818598128
37,0.0,0.0,pos,0.87012273037,0.12987726963
38,0.5,0.0,pos,0.914159451903,0.0858405480965
39,0.361842105263,0.307456140351,pos,0.999999999989,1.12551609877e-11
40,0.604761904762,0.552380952381,pos,0.997561058269,0.00243894173122
41,0.652272727273,0.193181818182,neg,0.033286073092,0.966713926908
42,0.0,0.0,pos,0.599639855942,0.400360144058
43,0.304489795918,0.465714285714,pos,0.999667349983,0.000332650017398
44,0.0,0.0,pos,0.612356792322,0.387643207678
45,0.0,0.0,pos,0.583333333333,0.416666666667
46,0.4,0.1,neg,0.332934813408,0.667065186592
47,0.0,0.0,pos,0.615807691748,0.384192308252
48,0.3,0.25,pos,0.935179124219,0.0648208757807
49,0.8,-1.0,neg,0.449816887067,0.550183112933
50,1.0,0.5,neg,0.240455082309,0.759544917691
51,0.15,0.55,pos,0.999979672067,2.03279332559e-05
52,0.75,0.4,pos,0.930473716593,0.0695262834071
53,0.0,0.0,neg,0.435155908305,0.564844091695
54,0.5,0.5,neg,0.361298903034,0.638701096966
55,0.5,0.3,neg,0.173211154426,0.826788845574
56,0.475,0.79296875,pos,0.917471113239,0.0825288867613
57,0.482619047619,0.213095238095,pos,0.996436303033,0.00356369696705
58,0.4875,0.5625,pos,0.865133039393,0.134866960607
59,0.266666666667,0.366666666667,neg,0.360877973865,0.639122026135
